Dates,Tweets
2017-12-07,@benzbara_ My Name is Red seru...
2017-12-06,"This week’s edition of Classical Guitar Alive! features an interview with composer and guitarist Ronald Pearl, who talks about his Turkish literature-inspired piece, “My Name is Red, and music by Falla, Castelnuovo-Tedesco, Baumann, and Heinze: https://t.co/uO0WPQ1Gmx"
2017-12-06,"Sputnik Sweetheart by Haruki. NOT PAMUK MY NAME IS RED
so Beatles 1983 with Octopus
Garden...kalamari for breakfast?  my nani would LITERALLY TURN OVER IN HER GRAVE.
@evega_mhdignity @YosefBrody @NaeemMohaiemen https://t.co/ABzMDjEL0V"
2017-12-05,Hello my name is RED and I have a vape pink addiction. And I'm not ashamed to admit… https://t.co/2GXk4cKiA3
2017-12-04,"@arablit I’ve used Orhan Pamuk’s “My Name is Red” to teach on Ottoman culture, but otherwise haven’t found much good fiction to use in early/medieval surveys."
2017-12-04,Reading My Name is Red (Orhan Pamuk)
2017-12-04,"""Dogs do speak, but only to those who know how to #listen.""– Orhan Pamuk (author, My Name Is Red) https://t.co/LoVqEnEa4Y"
2017-12-03,"""...the way he desirously looked at me as though he were dying of thirst and I were a glass of cold sour-cherry sherbet."" From Orhan Pamuk's ""My Name is Red"" #SiyahBayazAşk #AsFer #ibrahimcelikkol"
2017-12-03,"""My heart did tell me, he's not only handsome,look into his eyes,he possesses the heart of a child, so pure, so alone."" From ""My Name is Red"" #AsFer #SiyahBayazAşk #ferhat"
2017-12-03,"""Only imbeciles are innocent."" Orhan Pamuk ""My Name is Red""#Asfer #SiyahBeyazAşkٓ #ibrahimcelikkol41"
2017-12-03,#OrhanPamuk . My name is Red. The Museum of Innocence. #Buyboth #freeshipping. #Endoftheyearpromo. #ordernow☺️ #nationwidedelivery🚚🚛 One set available https://t.co/4BJoE6zZam
2017-11-30,"@goodreads ""My name is red"" by Orhan Pamuk"
2017-11-30,"@cahyodreamer Maksudnya, aku pinjem buku sampeyan yang ""AS. Laksana - Si Janggut Mengencingi Herucakra"" dan sebagai gantinya, tak pinjemin ""Rio Johan - Aksara Amananunna"" 😪

Atau mau pilih yang lain? ""Orhan Pamuk - My Name is Red"" juga ada. Dawuk pun. Heuheu."
2017-11-28,"@molly_madd My name is red, my thick is... i mean, my hot is red. Fuck! My name is fuck me. What. Bye."
2017-11-27,@hotgirll____ Call &amp; say ...” hi you doing my name is red &amp; im calling to see the status of my application”
2017-11-27,"Il mio nome è rosso / My name is Red
(O. Pamuk) 
La biblioteca / The library
(Cesare Leonardi &amp;… https://t.co/bnAahFg3G2"
2017-11-27,My name is Red :) #drawing #sketchin #art #colour #instaart #drawingsketch #red #roses #draw… https://t.co/BbYAtMKsfm
2017-11-27,"Hujan. Tulus. My Name Is Red (Orhan Pamuk, 1998)."
2017-11-27,@Hqtrxd @PlayerPIaysMC @Scup7u7 My name is red
2017-11-26,"My name is red, said Pink... https://t.co/UF8KmJPQQ2"
2017-11-25,3 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/JIIoUPrXKP
2017-11-25,@Redpainter1 My name is Red Painter and I have a problem.
2017-11-25,@Fritz_DGAF what is up my name is Red Wolf the rapper and future heavy weight cage fighter.
2017-11-23,"“The beauty and mystery of this world only emerges through affection, attention, interest and compassion . . . open your eyes wide and actually see this world by attending to its colors, details and irony.” 
― Orhan Pamuk, My Name is Red https://t.co/4mRdXSq08M"
2017-11-23,"@abhishiwakoti @JugalBhurtel Can’t disagree! Gives such a deeper and different feeling #feminist manifesto in a diff sense to me atleast, the essence of following the herd (i can go on and on) :) and I read that post Museum of Innocence and My Name is Red! #turkey"
2017-11-19,"Orhan Pamuk's My Name Is Red.
Originally in Turkish. https://t.co/oUQmnzkJTp"
2017-11-18,"@sugarm0untain THAT WAS INTENTIONAL I WANTED TO FIND THE PERFECT BAG FOR HIM AND I WAS LIKE this star bag because he's a star... and his hair is star-shaped. also i picked red because slifer is red, my name is red, but i think the color really suits him."
2017-11-18,"My Name is Red by Orhan Pamuk
https://t.co/VAkFpLg8Sl #MyNameisRed... https://t.co/SweGfScuyN"
2017-11-17,Reading “My name is Red” by @_orhanpamuk in my @AmazonKindle at @Starbucks #SweetMoments #Coffee #Paperwhite #Kindle #OrhanPamuk https://t.co/j2VL5Ya7JB
2017-11-16,"""Books, which we mistake for consolation, only add depth to our sorrow."" - My name is Red by Orhan Pamuk"
2017-11-16,"""I don't want to be a tree; I want to be its meaning."" 
― Orhan Pamuk, My Name is Red"
2017-11-16,"Five classic novels that get better on each rereading: The Brothers Karamazov, War and Peace, Ulysses (yes, I  know it is tough, but I love it), Moby Dick, Madame Bovary. And a few more recent ones: Sebold's Austerlitz, Pamuk's My Name is Red, Ferrante's My Beautiful Friend"
2017-11-16,"Here are the prompts for NaNoWriMo 2017 
“The silence bloomed and spread secretly like a black flower.” Orhan Pamuk, My Name is Red. What are the silences that occupy your life?
#nanowrimo #teenwriters #teenagetalent #writers"
2017-11-15,@yoursclothing i love this my name is red nose
2017-11-15,"@CogentDesi Oh, I've not heard of Sacred Games. What's it about? 
You should dig out My Name is Red. It'll be worth it."
2017-11-15,"@yoursclothing My name is red nose could be missing hooded fleece and bells,help"
2017-11-15,@okaymellow HI my name is Red
2017-11-14,@AhmadShuja My Name Is Red  - amazing book:)
2017-11-14,"Some of these are by the legendary grandmaster Behzad, whose Behzad School inspired centuries of Islamic art. Behzad was most recently brought to mainstream Western attention by Orhan Pamuk in his popular novel, My Name Is Red. https://t.co/iKmnSB6lZg"
2017-11-13,My Name Is Red - Orhan Pamuk https://t.co/tR0OZtdFIe
2017-11-12,Subcribe view and like all my videos my name is red hood raps
2017-11-11,"@OOTSComplexPTSD Kizzie, my name is Red. My middle name is Sonja. I was diagnosed with C-PTSD, and with two years of being poked, prodded, and tested the doctors determined that the symptoms of my C-PTSD are in fact the reason for my PNES."
2017-11-10,@goodreads My name is red by Orham Pamuk
2017-11-09,My name is red/sun https://t.co/SmFq647LY3
2017-11-08,อ่าน my name is red ของออร์ฮาน ปามุกเมื่อประมาณหกเจ็ดปีที่แล้ว ด้วยความรู้สึกเหมือนไปอยู่ในความฝันใครสักคน คือโคตไม่เข้าใจ แต่ก็อ่านจนจบ
2017-11-08,trời cái Vegetarian is so much more readable than My Name is Red
2017-11-08,"So amazed by the ingenuity of how My Name is Red is written. 

#OrhanPamuk
#MyNameIsRed 
@NobelPrize"
2017-11-07,My Name is Red Bull !!!😄😄😄😄😄 https://t.co/qlgm87Du1f
2017-11-06,"Tell me then, does love make one a fool or do only fools fall in love?- Orhan Pamuk, My Name is Red"
2017-11-06,"@stephenniem I remember O. Pamuk's theories about Persian miniatures, realism &amp; Islamic aniconism in 'My Name Is Red' (though he's obv. no expert)"
2017-11-06,Orhan Pamuk: My Name is Red. Didn’t finish either. Great idea turned tedious and pompous. 16/114 #nobelprizeinliteraturechallenge
2017-11-05,Hi my name is red and welcome to dumbass... I mean jackass
2017-11-04,"""Tell me then, does love make one a fool? Or do only fools fall in love?""

Orhan Pamuk's my name is red https://t.co/y891mMoz6E"
2017-11-03,"On page 60 of 417 of My Name is Red, by Orhan Pamuk https://t.co/aO22hZDqZX"
2017-11-03,My name is Red- Orhan Pamuk https://t.co/pFDL15cYbE
2017-11-03,@Bhelryss hi my name is red and i tucc
2017-11-02,"In the art store. My Name is Red, by Orhan Pahmuk. Signed by the author.$50 #usedbooks… https://t.co/reG454UTRU"
2017-11-02,my name is Red but its pronounced Chad jsyk
2017-11-02,My Name is Red (hot!) @shahidkapoor ♥️ #MehdiRizvi https://t.co/6TReSUmaDK
2017-11-02,My Name is Red (hot!) @shahidkapoor ♥️ https://t.co/2i48UVYUP4
2017-11-02,"Tell me then...
Does LOVE make one a fool....?
Or 
Do only Fools fall in LOVE?

#Orhan_Pamuk
(#My_Name_Is_Red)"
2017-11-02,"@Copter_Medic @BustyBlueAngel I won't! Swear! 
Also, my name is Red Tail"
2017-10-29,"@WittySassBasket Hello. My name is Red. I make tweets. 

https://t.co/rOp5oVymEF

https://t.co/HGWCGIqpx7

https://t.co/DuMRieWzGU"
2017-10-29,Your POKéDEX is coming together. find their dwelling in the sun are in the world of POKéMON! My name is RED! Come with me! bed.
2017-10-28,My Name is Red Fawn https://t.co/x7oN86CsQG via @YouTube
2017-10-28,Shades of Red. Or My Name is Red (Orhan Pamuk) https://t.co/2vBox4t30P
2017-10-28,"@daphneleeml #100BOC 
My name is Red by Orhan Pamuk
The Perilous Life of Jade Yeo by Zen Cho
The 40 Rules of Love by Elif Shafak"
2017-10-27,@goodreads My Name is Red - Orhan Pamuk and Art and Physics - Leonard Shlain
2017-10-27,@BukuMojok @mojokdotco @KopiID My Name is Red by Orhan Pamuk
2017-10-26,"#Brand West Bengal*#OustTMC #RejectBJP #TurnLeft
MY NAME IS RED -#BPMO Jathas turn the table of Media's Pro TMC,Pro BJP-RSS propaganda.#Fact https://t.co/cl3bpkRhsz"
2017-10-26,"banyak. beberapa yang saya sangat suka:

- my name is red (orhan pamuk)
- brave new world (aldous huxley)
- the white tiger (aravind adiga) https://t.co/CRKN1cj3f2"
2017-10-24,@PlanetofFinks My Name is Red by Orhan Pamuk
2017-10-24,My name is red - Orhan Pamuk https://t.co/UGR8Yk7zYj
2017-10-23,Spent a week in Turkey and read Orhan Pahmuk's My Name is Red to get in the mood. Read my review at https://t.co/i9qVdVyxrL #goodreads https://t.co/shn3VyH11i
2017-10-23,"كه څوك هر څومره ډېر راباندې گران وي، چې رانه لرې شي، څېره مو يې هېرېږي.

My name is red | اورهان ياموك"
2017-10-23,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/IEz4eWUnmx
2017-10-23,My Name Is Red: https://t.co/pcGDnRK51O via @YouTube
2017-10-22,"Hi My Name Is Red.
Red Leaf of the Autumn Season"
2017-10-22,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/IEz4eWUnmx
2017-10-19,"@reIates @fnnxy My name is Red, Your hair was Blue. 
I'll see you tomorrow, 'cause I miss you."
2017-10-19,"HELLO! My name is Red, I'm a hunter and I'm not good making introduction. If you willing to know me more, check this https://t.co/XlzXM4PGNG"
2017-10-18,@GOONERKSP Start off with My Name is Red. It's a masterpiece. And not a very difficult read.
2017-10-18,"“¿Es el amor el que vuelve estúpidas a las personas o es que sólo los estúpidos se enamoran?” ― Orhan Pamuk, My Name is Red"
2017-10-18,Maygahddd. na curious ako sa my name is red🙊
2017-10-18,@OliviaOuwehand Haven’t read it in years but ❤️ Pamuk. Have you read My Name Is Red?
2017-10-18,@satheshhari @PEETER_MAMA @Ravichandransrs My name is red
2017-10-18,"""Dogs do speak, but only to those who know how to listen"" -  Orhan Pamuk, my name is Red 🐶… https://t.co/t3F27OTAOy"
2017-10-17,"“¿Es el amor el que vuelve estúpidas a las personas o es que sólo los estúpidos se enamoran?” ― Orhan Pamuk, My Name is Red 🚀"
2017-10-17,"“¿Es el amor el que vuelve estúpidas a las personas o es que sólo los estúpidos se enamoran?” ― Orhan Pamuk, My Name is Red 🚀"
2017-10-14,Định lên twt than là k biết chừng nào cái quyển My name is red mới hay lên... xong đứng dậy nhận ra ngày liền ngồi xuống lại...
2017-10-14,"I know. Of course I need you to come! Just wait! Here, come over here. Oh! What's this? A rare POKéMON! My name is RED! I'm OAK!"
2017-10-13,"Sums up yagiz/ caglar ❤️
: #YağHaz 
#ÇağlarErtuğrul
#Yağız
From the book- My name is red by Orhan Pamuk https://t.co/0ZRi62kX23"
2017-10-13,"""#Dogs do speak, but only to those who know how to listen."" - - Orhan Pamuk, My Name is Red. 🐶 #quote https://t.co/OyIwxumS19"
2017-10-12,"65% done with My Name is Red, by Orhan Pamuk https://t.co/QOncIiTtzn"
2017-10-12,"@manlyraito “My name is Red Riot, sir!” She smiles, eyes twinkling with admiration for the man. The redheaded girl really hoped that the man would +"
2017-10-12,"@nfidzni Lord of The Flies by William Golding, 40 Rules of Love by Elif Shafak, Snow and My Name Is Red by Orhan Pamuk, Sherlock Holmes by Arthur C.D"
2017-10-12,@KirinKIX Oh - I really liked my name is red. Found snow hard
2017-10-12,"@JillNicholls01 Can you read his books? I tried My Name Is Red; failed, at a time when I really hated not doing a book the courtesy of finishing it."
2017-10-12,@kaimal_ My name is red -Orhan Pamuk
2017-10-10,@Jstewart57John Me too - my name is red
2017-10-10,"トルコの代表作になっているノーベル文学賞作家Orhan Pamuk（オルハン・パムク）の""My Name Is Red""読んでみたい。16世紀末のイスタンブルの細密画師の話らしい。日本でも「わたしの名は赤」とか「わたしの名は紅」とかというタイトルで出ている。"
2017-10-07,"Orhan Pamuk's novel ""My Name is Red"" is on the top of my must read list. Reason is obvious:I like Orhan Pamuk."
2017-10-07,"#HagiaSophiaMedrese: A #workshop right out of #OrhanPamuk's ""My Name is Red."" #Istanbul… https://t.co/jeeoZ47MU2"
2017-10-07,@FlamingClaw Hello everyone my name is Red Luchs and welcome to the Doxxers of Kojima Podcast! https://t.co/KxcMtK95Kp
2017-10-06,"""Tell me then, does love make one a fool or do only fools fall in love?""
- Orhan Pamuk, My Name is Red"
2017-10-05,"@sidin The translated version of ""Snow"" by Orhan Pamuk. Really wanted to read a work of the author of ""My name is Red"", but horrible translation."
2017-10-04,"I don't want to be a tree; I want to be its meaning.

Orhan Pamuk

My Name is Red"
2017-10-04,POKéMON around the world of POKéMON! My name is RED! Take these with you! OF FAME.
2017-10-04,"@HTBrunch #BrunchBookChallenge Finished bk35 maze runner but still haven't finished bk34 my name is red,my goal for the next long wknd(2/2)"
2017-10-03,"wahh berarti aku akan kembali membuka ""My Name is Red"" Orhan Pamuk https://t.co/zHG6V5SB3G"
2017-10-02,Apparently on web twitter the maple leaf in my name is red for Canada. On my iPhone it's just a regular fall leaf I'm not Canadian 😭 https://t.co/fhzhTeZV1m
2017-10-01,"@citrus_love_i Nice to meet you, Yanaharu-san! ^^ My name  is Red! I love to talk about Persona4 &amp; Yosuke! My English is not that good either, so no worry!"
2017-09-30,My name is Red and i'm fucking tra- — -nsitioning into an editing god. Yeah you're gettin... https://t.co/4KwKDPW201
2017-09-30,"""Long silences passed wherein nothing but the faint susurrus of turning pages could be heard.""
- Black in My Name Is Red
📖"
2017-09-30,@AmazonKindle My name is Red
2017-09-29,"""Painting is the silence of thought and the music of sight."" My name is Red, Orhan Pamuk"
2017-09-28,@lgbtwonpil @hyungvwons hi my name is red velvet is tied as my second ult group
2017-09-28,"@AtiyaAbbas M not a book reader then, read none of above except manto (in urdu). ""My name is red"" b bot in hai hmary han bookshops pai."
2017-09-28,"My name is red,reddington.
peehhh style orang tua punya nama.."
2017-09-28,"""Furthermore, he quit drinking coffee, and naturally, his brain stopped working."" My name is Red, Orhan Pamuk. This book gets it.👌☕️☕️☕️☕️☕️"
2017-09-27,My name is red
2017-09-27,@arman_dhani Orhan pamuk bagusan yg my name is red apa snow bang dhan? Bajet terbatas tapi pengen 😅😅
2017-09-27,"For #SPIPA #BookOfTheWeek, we have picked: My Name is Red (published in 1998) by prominent Turkish novelist, Orhan Pamuk. https://t.co/NlNVWJyYIq"
2017-09-26,My name is red — caguei pra vc https://t.co/OoDNHZAPwC
2017-09-26,"@onethouneedles No, I did not. The whole thing is on my reading list for when I finish ""My name is Red."""
2017-09-26,"Tell me then, does love make one a fool or do only fools fall in love?- Orhan Pamuk, My Name is Red"
2017-09-26,Oh! What's this? A rare POKéMON! My name is RED!
2017-09-26,"Oh, all right then. That POKéMON is marvelous! BLUE! Come with me. are you? A rare POKéMON! My name is RED! So, LEAF!"
2017-09-25,"""Painting is the silence of thought and the music of sight."" - Orhan Pamuk, from his book ""My Name Is Red"""
2017-09-25,"@BuyNLargeWALL_E Oh, WALL-E! My name is Red. Nice to meet you!"
2017-09-25,"""Dogs do speak, but only to those who know how to listen.""
Orhan Pamuk, My Name is Red em Bobadela https://t.co/sLEEwFRK6b"
2017-09-24,My name is red :) https://t.co/7dwU3dgWwg
2017-09-24,"@BanterUHC can I get white listed or can u guy make the game out to the public pls
if u white list me my name is red_pvp_"
2017-09-22,RT @rhace27: RT @rhizajhane28: #PushAwardsMayWards My name is red forget me nots i have a very big darkcyan eyes LIT showing na!!
2017-09-22,"“Dogs do speak, but only to those who know how to listen.“
-Orhan Pamuk, My Name is Red

Habt… https://t.co/Ijvuzs5C7h"
2017-09-20,"@camilzf “For if a lover's face survives emblazoned on your heart, the world is still your home.” ~ My Name is Red"
2017-09-20,RT @Yvone2017: RT @rhizajhane28: #PushAwardsMayWards My name is red violet bergamots i have a very big darksalmon eyes LIT showing na!!
2017-09-20,RT @ruthzzzzy: RT @rhizajhane28: #PushAwardsMayWards My name is red dahlias i have a very big darkgreen eyes LIT showing na!!
2017-09-20,RT @rhizajhane28: #PushAwardsMayWards My name is red dahlias i have a very big darkgreen eyes LIT showing na!!
2017-09-20,RT @lovesabarillo: RT @rhizajhane28: #PushAwardsMayWards My name is red violet bergamots i have a very big darkolivegreen eyes LIT showing …
2017-09-19,"@smtd0824 @ColdCigar @kaushikcbasu @rockyandmayur @bainjal @anubhavsinha @i_me_my5elf @SamajhdaarLadki @SitaramYechury @Bhavesh99T Give me Red, my name is Red!"
2017-09-18,hi my name is red… I’m an ansci major and #latinoHispanicartist that draws to find my chill. faves are drawing girls and character design https://t.co/sosKyvfO7h
2017-09-17,5 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/kLOuQcf3Kn
2017-09-17,my name is Red Team Pride Flag Warthog Online Red Team Pride Flag
2017-09-16,"""What's your name, chick? My name is Red. Y'know, R-e-d. Red!""
Talking to girls 2017
-Red"
2017-09-15,"@questingvole @TeditorTed Will see if still tickets to see him on Sun here in Edinburgh. Love his memoir Istanbul, and museum, cannot crack My Name is Red."
2017-09-15,RT: RT rhizajhane28: #PushAwardsMayWards My name is red violet sages i have a very big aquamarine eyes LIT showing na!!
2017-09-15,calle: RT rhizajhane28: #PushAwardsMayWards My name is red violet sages i have a very big aquamarine eyes LIT showing na!!
2017-09-15,Lilac: RT rhizajhane28: #PushAwardsMayWards My name is red violet sages i have a very big aquamarine eyes LIT showing na!!
2017-09-15,abby: RT rhizajhane28: #PushAwardsMayWards My name is red violet sages i have a very big aquamarine eyes LIT showing na!!
2017-09-15,abby: RT rhizajhane28: #PushAwardsMayWards My name is red orchids i have a very big mediumturquoise eyes LIT showing na!!
2017-09-14,"@bhakisundar Please be reading ""My Name Is Red"" by Orhan Phamuk, if you haven't already :-)"
2017-09-13,"Just now realised that the balloon next to my name is red like the balloon in IT, this wasn't planned 😂😂😂 so excited to go see it Friday 😁"
2017-09-12,@SNOOZz_201 No I'm not!!!!!  my name is Red not Kevin Jr. 🙄
2017-09-12,Black from 'My name is Red' https://t.co/pDzm2BQBCo
2017-09-11,"@JLCronshaw Oh, I'm so sorry... I meant ""My Name is Red"" by writer Orhan Pamuk"
2017-09-11,id: RT rhizajhane28: #PushAwardsMayWards My name is red violet sunflowers i have a very big magenta eyes Loving in Tandem Soon!!!
2017-09-10,Hi my name is red jack and welcome to RedJack's ass
2017-09-10,@Truthcheck1 Honesty is good :) My Name is Red was my favourite. About the art and psychology of miniature painting
2017-09-10,"Observer Review My Name Is Red Orhan Pamuk … : https://t.co/aCIzxqD4zw ,,, https://t.co/g2TjCaMpay"
2017-09-10,Observer Review My Name Is Red Orhan Pamuk … : https://t.co/aCIzxqD4zw . https://t.co/uHZrwRcS1z
2017-09-09,"Observer Review My Name Is Red Orhan Pamuk … : https://t.co/aCIzxqD4zw .,,, https://t.co/4zCReg9qYH"
2017-09-08,@redlibrarian @archivalistic my name is red librarian/ain't no maid marian/when I want to grab some zzzzs/ I reach for the valerian
2017-09-08,"Observer Review My Name Is Red Orhan Pamuk … : https://t.co/aCIzxqD4zw ,,, https://t.co/Kko0TxeIOw"
2017-09-08,On to the next. My name is Red. https://t.co/TZCUIQd4Pb
2017-09-08,So started by searching up orhan pamuk's my name is red. Which apparently has a heteroglossic style and that led me to Bakhtin.
2017-09-08,My name is red. https://t.co/tzPrXfxKhA
2017-09-08,"Observer Review My Name Is Red Orhan Pamuk … : https://t.co/aCIzxqD4zw ., https://t.co/GLmgp8SmuO"
2017-09-08,"My name is Red... #bookstagram #book #readings #passion #morning #summer #bari #puglia @ Bari,… https://t.co/GM3H23wNOB"
2017-09-07,My name is Red and I am staying with Sit Means Sit at their immersion inn. I'm here to get help… https://t.co/L4CmJuvkST
2017-09-07,"My prof asked the class whos who, then she asked this guy what my name is (Red), she gave him a clue, said its a color and hes like ""black?"""
2017-09-07,hi my name is red I like souyo so clearly I have good taste
2017-09-07,"""Tell me then, does love make one a fool or do only fools fall in love?""
- Orhan Pamuk, My Name is Red"
2017-09-07,"Comes from me
My name is red
I cannot talk shit"
2017-09-06,"@AmyDentata @morganmpage My name is Red Kelley Durkin. I am a 1920's bank robber, though, so I'm grandfathered in as acceptable."
2017-09-04,Hmm? GARY? Why are you ready? Your own very POKéMON legend is about to unfold! A world of POKéMON! My name is RED!
2017-09-03,"@nveis Indeed, though I think My Name Is Red has to be the best"
2017-09-01,"RT: RT YONA_HIME_MWDS: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"DaleThessa: pro: RT YONA_HIME_MWDS: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"Thessa: pro: RT YONA_HIME_MWDS: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"pro: RT YONA_HIME_MWDS: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"DaleYONA: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"yn: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"YONA: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"Yona: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"ADYON: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"QT YONA: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,"Yona: #PushAwardsMayWards

My Name Is Red by Orhan Pamuk"
2017-09-01,What idiot called it My Name Is Red and not Autobiography of Red?
2017-09-01,19. My Name Is Red by Orhan Pamuk. It took me 2 months 2 weeks to finish this book. https://t.co/N9Nk15eOzC
2017-08-31,"@NicholasDanfort My Name is Red is still my favourite, but Pamuk's tropes are getting really tiring. An ending that casts doubt on the whole story? SHOCK."
2017-08-31,Hi my name is Red and I enjoy feeling comfortable unlike how I feel at this moment
2017-08-31,"“…he quit drinking coffee, and naturally, his brain stopped working.” 

― Orhan Pamuk, ""My Name is Red"""
2017-08-31,"""... despite love, a face long not seen finally fades.""

Orhan Pamuk, ""My Name is Red"""
2017-08-31,"“I don't want to be a tree; I want to be its meaning.” 

― Orhan Pamuk, My Name is Red"
2017-08-31,"Searching for the person I loaned

- My Name is Red by Orhan Pamuk"
2017-08-31,"“Tell me then, does love make one a fool or do only fools fall in love?” 

Orhan Pamuk, My Name is Red"
2017-08-31,"“The drinking of coffee is an absolute sin.""

Orhan Pamuk, My Name is Red"
2017-08-31,"“Dogs do speak, but only to those who know how to listen.” 

― Orhan Pamuk, My Name is Red"
2017-08-31,"Books, which we mistake for consolation, only add depth to our sorrow.
Orhan Pamuk — reading My Name Is Red"
2017-08-30,"@notch ""My name is Red Rex, and you might be wondering how I got here. It's a long story. It started ..."""
2017-08-30,"""Not finding anyone jealous of you is one of the world's worst calamities.""
~ My Name is Red

@_orhanpamuk"
2017-08-30,"""What the artiste represents on paper is not the horse he sees, but the memory of the horse he has just seen.""
~ My name is Red, Pamuk"
2017-08-30,My name is Red and I have pre-vacation insomnia
2017-08-30,I agree about 'My Name Is Red'. Overrated. https://t.co/nVOUwlBBzl
2017-08-29,@_Faceless_Woman My name is red رو بخون من خیلی دوست دارم
2017-08-29,"🆘Hi my name is RED, and I need a FAMILY to LOVE ME...and FUR ANGELS RESCUE
needs your HELP to… https://t.co/WrcWA2cT3x"
2017-08-28,"I am nothing but a corpse now, a body at the bottom of a well___!!!

Opening line... (Orhan Pamuk, My Name is Red) https://t.co/LcbJ7IXiw6"
2017-08-28,'My Name is Red.' https://t.co/jCdJFN8I6y
2017-08-28,@RegaJha Or reading maaaad interesting books. Try My name is red by Orhan Pamuk.
2017-08-27,@lawyerMohaa @waaleeed9 اسم الدولة يسبق الرواية ولا يليها.. لاحظ اول الليست مكتوب turkey بعدين إسم الرواية my name is red.
2017-08-26,@precatlady 1.Miss Smilla's Feeling for Snow 2.My Name Is Red 3.Strangers on a Train 4.An Unsuitable Job for a Woman
2017-08-26,@Kuraisu_ The heart in my name is red on computer but black on mobile and honestly its a mood
2017-08-26,Reading Lolita reminds me of My Name Is Red. Very poetic.
2017-08-26,@rondelosangeles That's why my name is red. Charot. Idk. Must be the friction sa shirt ko? Hahahaha
2017-08-26,"@molinatoronto I never finished it Jose...will have to get back to it.  Reading ""My Name is Red"" currently by Orham Pamuk.  Fascinating."
2017-08-25,@NerdyLiza Did you ever read the book I suggested last year - My Name is Red by Orhan Pamuk?
2017-08-25,"Every time I see a Miniature, I remember Orhan Pamuk's masterpiece ""My name is Red"" ❤️ https://t.co/DbGtZHxteI"
2017-08-24,@catstanbulite My name is RED.
2017-08-24,whats up my name is red and im 23 years old and i never learned how to cope
2017-08-24,Marked as to-read: My Name is Red by Orhan Pamuk https://t.co/ftpRsCLmGb
2017-08-24,"Ah, GARY, I'll pay for you, RED! . Oh! What's this? A rare POKéMON! My name is RED! Your own very POKéMON legend is about to unfold."
2017-08-23,"@fahmif10 Yes yes.  Ada juga baca my name is red.  Tpi struggle nak abis.  Sebab, penulisan nya. Huhu."
2017-08-22,"Hello, there! Glad to meet you! Welcome to the world of POKéMON! My name is RED! Your dedication, trust and love!"
2017-08-22,ASH! Your very own POKéMON legend is about to unfold! A world of POKéMON! My name is RED! Take these with you!
2017-08-22,@MichaelFarber3 @murphPPress Red @ sports dinner PEI in the 70's - women ask me y my name is Red and I tell them I'd be glad to show u in the comfort of my hotel room
2017-08-22,"Oh! What's this? A rare POKéMON! My name is RED! I'm OAK! A POKéMON researcher. I imagine it's hard, but you can have one too!"
2017-08-21,"@DelHazLou Red , my name is Red ... ou Sunshine Red 😎😂"
2017-08-20,You still need more POKéMON! My name is RED! Come with me! no joke to carry even after weeks of short commons. old friend MR.POKéMON.
2017-08-20,@Rjrasva Lot of attraction to young apprentices in the historical novel 'my name is red'  by pamuk. Anal sex with young boys common in ottoman empire
2017-08-20,@Mcimasibozo @_orhanpamuk Is there a blog on My Name is red?  Great book. Looking forward to museum of innocence. Anyone reading it? @Lyre__
2017-08-20,"Hello my name is red, and im going to play roblox at 3 am https://t.co/TqETfwTyUe"
2017-08-19,"My Name is Red
by Orhan Pamuk
•••
At once a fiendishly devious mystery, a beguiling love story,… https://t.co/BYmJx6unm2"
2017-08-19,@OutofPrintTees My Name is Red by Orhan Pamuk
2017-08-18,Post grad entrance exam knocking at the door and orhan pamuk's book ' My Name Is Red 'calling.. 😐
2017-08-18,": My Name Is Red ( Pamuk )

Catatan kecil,

Fotografi malam itu menyenangkan. Namun, menyebalkan… https://t.co/6jdTK8hezr"
2017-08-18,"Me: Who is coming to the party?
Friend: Johnny
Me: I hate him. He’s always hitting people &amp; calling me Mark even though my name is Red
Mark: https://t.co/8SmQYFqigi"
2017-08-18,From now my name is red ball https://t.co/VHqNtr6XzG
2017-08-18,@zaddystani @MoSoDope My name is red but I'd still let Mo take red because I care about him
2017-08-16,"今月は１本だけのNeo Atomic Motor。
頭からかっとばすアツいセトリで楽しかった〜！

途中、派手にアヤトさんが入り方間違えて止まりかけるハプニングもありつつ(笑)

ラストのMy Name is Red Sunsetまで、めちゃくちゃ素敵でしたっ(*≧▽≦*)/♪"
